Cumle;Sinif
O yüzden hangisinin Sasni, hangisinin Lamateo, hangisinin Saval veya hangisinin Esbuai olduğunu tam olarak bilemiyordu.;6
Kara saçlarını, daha açık renkli oval yüzündeki gözlerinin karasını seçebilmek için ona bir adım daha yaklaştı.;2
Artık Hadri’ye bakmaya başlamıştı, dosdoğru ona, yüzü ateş gibi yanıyor, sesi titriyor, kesiliyordu.;2
Danro Çiftliği’nde Dokuz yüz aruimuz var, demezler, Sürüde dokuz yüz tane var, derler.;1
Akal ince yüzlü, kemikli burunlu, yavaş, parlak bir tebessümü olan uzun boylu, ince bir adamdı.;2
İşte o yüzden Otorra’ya, hatta Temli’ye hiçbir şey söylememek konusunda Şahes’e hak vermişti.;6
Hoş bir yüzü vardı, artık bu mutsuz sırrı ortaya çıktığı için hissiz, korumasızdı.;2
Et ve kan kokusunun yanı sıra deri yüzmek titizlik isteyen, pis bir işti.;5
İşte o yüzden teyzelerin en soğuğu bile, eğitim alabileyim diye benim çocuklarıyla birlikte dinlememe izin verirdi.;6
Artık şarkı halkasında olan ablası Didsu bir gün yüzünde ciddi bir ifadeyle gelip benimle konuştu.;2
Eğer Hain’e gidersem, dedim, geri döndüğümde, tanıdığım şahıslar yüzlerce yıl önce ölmüş olacaklar.;1
O yüzden genç ruhlar için keşif vardır, arayış vardır, yolculuk, tehlike, değişim vardır.;6
Kırış kırış, kavruk, sert bir yüzü vardı ve üzerinde, diğerlerinin o iki büklüm halleri yoktu.;2
Dört yüz yıl önce bahçeler kurulduğunda da bu ağaç büyük bir ağaç olmalıydı.;1
Başını önüne eğmiş kadının mavimsi gölgeleri olan çamur renkli yüzü sakin ve huzur doluydu.;2
Biyolojik bomba, yani bibo onlarca, yüzlerce yıldır Voe Deo üzerinde bir lanet olmuştu.;1
"Heo hala gergindi ve o her konuştuğunda sıçrıyordu; bu yüzden başka bir şey söylemedi.";6
Yaşlı kadın oflaya poflaya, yüzünü ekşiterek ağır ağır Rekam’ın yanına, patikanın üzerine yerleşti.;2
Ama onu duymuştu ve sonunda cevap verdi, yüzüne hiç bakmadan, bebeğin uyuyan yüzünü seyrederek.;2
Koşullar, kötü talih, adaletsiz bir toplum ve kaderci bir din yüzünden hayatının ondan alınması haksızlıktı.;6
Sırasıyla bütün yüzlere doğrudan ama medeni bir şekilde bakarak, Kulkadınlar, ev halkı, dedi.;2
Yüz yıl boyunca Ekumen, bibo var diye bu dünyanın kendilerine katılmasına izin vermedi.;1
Ne yazık ki yüzlerindeki ifadeye bakılırsa iki generale yanıldıklarını ve Metoy’a haklı olduğunu söylemekteydi.;2
Baba Tanrı sizin ülkenizi fethederken penisini senin içine koydu, o yüzden sen kutsal bir kadınsın.;6
Haghag, kendi çocukları büyüdüğü zaman Omimo’nun dadısı olmak üzere seçilmişti, o yüzden kendimi bildim bileli yaşlıydı.;6
Bu yüzden, ona Kalbimi dolduruyorsun, dedim ve o da bunu bilerek, hmm, dedi.;6
Kapı her zaman iki tarafından da kilitli olurdu, o yüzden kapıyı açmak için iki kişi lazımdı.;6
Yarı kör yüzüne tükürerek, Eğer bana dokunursan penisin duvardaki şu meşale gibi yanacak!;2
Bağırırken o da insanların önüne altın şapkayla, yüzü beyaza boyanmış halde, tek gözüyle çıktı.;2
Bir hava ve su kabarcığı yıldızların ışığını yansıtarak kupkuru ve karanlık boşlukta yüzüyordu.;4
Tarih kitapları bize kim olduğumuzu, nasıl davrandığımızı, o yüzden de nasıl davranacağımızı anlatıyor.;6
Kimisi de bu filmlere takılıp kalırdı, sürekli deniz kaplumbağalarının denizde yüzdüğü, gök kuşlarının göklerde uçtuğu filmler.;4
Kırışıksız, esmer yüzü, narin teninden görünen kemikleriyle her evalanında bulunan bütün ekranlarda yakınlaşarak büyümüş görünüyordu.;2
Hsing konuşurken çalışma tahtasından uzaklaşmış, elleri dizlerinin üzerinde, dimdik sırtıyla, ifadesiz yüzüyle kansına bakıyordu.;2
O yüzden artık varıyor olduğumuz gerçeği açığa çıkmalı, bunu gerçekleştirebilmek için gerekli tüm desteğe ihtiyacımız var.;6
Kalın ve kara kaşları yüzüne bazen tehditkar bazen sorgu dolu bir ifade verirdi.;2
Gözleri körleşerek ve dengesini kaybederek dizleri üzerine çöktü, yüzünü bebeğinin yüzünün yanına gömdü.;2
"Kollarını yere dayamış, ellerini kara toprağın üzerinde düz tutuyordu; yüzünü güneşe çevirmiş, gözlerini kapatmıştı.";2
Paris’te sertleşen hava şartları yüzünden Seine Nehri dondu.;6
beş yüz lira,  Borç yüzünden hapse düşmüş aile babalarının tahliyesi için .;1
Bir asır, tam yüz yıl var ki içlerinden tek bir katil bile çıkmadı.;1
Üç oğlundan en genci bir büyük haladan tam yüz bin liralık bir mirasa konacaktı.;1
Yüzündeki solgunluğun mu, yoksa huzur ve sükunun mu daha hayranlığa layık olduğunu bilemiyorlardı.;2
Bunlardan biri Tekvin’in Başlangıçta Tanrı’nın ruhu suların üzerinde yüzüyordu ibaresi üzerine bir inceleme yazısıdır.;4
Köy rahibi başını gülümseyen bir yüzle sallayarak mırıldandı:  - Monsenyör, Tanrı mı yoksa şeytan mı?;2
"Tanrı’ya dua edelim; kendimiz için değil, bizim yüzümüzden kardeşimiz suçlu duruma düşmesin diye.";6
Bu dikkat sempatiden kaynaklanmadığı için, başka herhangi bir kimseyi böyle incelese, vicdanı bu yüzden onu kınardı.;6
Demek oluyor ki, Monsenyör Bienvenu’nün de taraf tuttuğu, burukluk duyduğu, yüzünü üzüntü bulutlarının kapladığı zamanlar olmuştu.;2
Yüzüne baksan kızaran nice koro şarkıcısı çocuk, nice genç rahip, başlarında Perette’in süt güğümünü taşırlar.;2
"Garip bir hali vardı bu yüz ifadesinin; başlangıçta alçakgönüllü gözüküyor, sonra sonra sertleşir gibi oluyordu.";2
Masada kırk yaşlarında neşeli, aydınlık yüzlü bir adam oturuyor ve dizlerinin üstünde küçük bir çocuğu hoplatıyordu.;2
Yumuşak, ağırbaşlı ve son derece dostça sesiyle Piskopos’un bu mösyö kelimesini her söyleyişinde, adamın yüzü ışıyordu.;2
Adalet adını verdiği ve vurduklarına gösterdiği o öfkeli yüzünü, yalnızca bunu göstermişti ona.;2
"Gözünü yaşlı adamdan ayıramıyordu; halinden ve yüz ifadesinden açıkça çıkan tek şey, garip bir kararsızlıktı.";2
Toplumun ölçülemeyecek kadar derin karanlıklarından çıkmıştı, bu yüzden alnında adsızlığın, bilinmezliğin işaretini taşıyordu.;6
Napoli’de ihtiyar kadınların Aziz Janvier’ye Faccia gialluta,fa o miracolo, yani Ey sarı yüz, göster mucizeni!;2
Tholomyès’in hiçbir arzusunu geri çevirmemiş olmasına rağmen, yüzü sakin dururken olağanüstü bakir bir ifade taşıyordu.;2
Bazı insanların yüzüne bakmak, onlardan kuşkulanmak için yeterlidir, çünkü iki uçlarının da karanlık olduğu hissedilir.;2
Hammaddelerin pahalı oluşu ve bunun işçiliği de etkilemesi yüzünden bu endüstri hep olduğu yerde kalmış, gelişmemişti.;6
Daha ileri gitmeden, az önce Javert’e taktığımız şu insan yüzü sözünden neyi kastettiğimizi belirtelim.;2
"Pek sık olmayan boş zamanlarında, kitaplardan nefret etmesine rağmen okurdu; bu yüzden büsbütün de cahil değildi.";6
Devamlı izlendiğini düşünüyordu ve bu yüzden içinde sanki vahşi bir hayvan gelişip serpilmeye başlamıştı.;6
Ama benim Thènardierlere daha yüz frank borcum var, Müfettiş Bey, bunu biliyor musunuz?;1
Oysa düşünebiliyor musunuz, benim yüz frank ödemem gerek, yoksa yavrumu bana geri göndermezler.;1
Mösyö Madeleine yüzünü kuruladı, sonra:  - Müfettiş Javert, bu kadını serbest bırakınız, dedi.;2
Bu listede gözüken üç yüz küsur franklık bir masraf için iki de itiraz götürmez makbuz bulunuyordu.;1
Mösyö Madeleine derhal üç yüz frank daha gönderdi ve Cosette’i acele getiriniz, diye yazdı.;1
Sözünü ettiğimiz beyazlık, yayılan aydınlığı onun dudaklarını ve gözlerini bile kaplayan beyazlık bu yüzdendi.;6
"İnsanlar onun maskesini görüyorlardı, Piskopos ise yüzünü görüyordu; insanlar onun hayatını görüyorlardı, Piskopos ise vicdanını görüyordu.";2
"Gecenin içinde yüzen uğursuzluğun adıdır o; durursa, bir başın üstüne inerse, vay o başın haline!";4
Gelip tekerleği muayene etti ve kırık bir bacağı gözden geçiren bir cerrah edasıyla yüzünü buruşturdu.;2
Ama ne satılık ne kiralık ne beş yüz franka ne bin franka bulabilirsiniz onu!;1
Karanlık bir şeyin yavaş yavaş üzerine çökmekte olduğu söylenebilirdi: Yüzü kurşuni, dudakları mosmordu.;2
Gözleri bu yüzün nerede olduğunu sanki önceden biliyormuş gibi, tabii bir şekilde oraya yöneldi.;2
Yüzce tıpatıp bir benzerlik değildi bu şüphesiz, ama duruşu, genel görünüşü tamamen benziyordu.;2
Her şey tamamdı: aynı mekanizma, aynı gece saati, aşağı yukarı aynı hakim, asker ve seyirci yüzleri.;2
Oturduktan sonra da hakimlerin kürsüsü üzerinde duran bir dosya yığınından yararlanarak yüzünü bütün salondan gizledi.;2
Elli yaşlarında canlı, yüzü kırışık, çelimsiz, sarı benizli, küstah, heyecanlı, ufak tefek bir adamdı.;2
Jean Valjean’ı nihayet yakalamış olmanın kesin inancı, ruhunda bulunan her şeyi yüzünün ifadesine dökmüştü.;2
Burada, bu birkaç kulaç karelik yerde, bir saatten daha az zamanda bin beş yüz kişi devrildi.;1
Buraya gelen Fransızlar, önlerinde yalnızca çitin bulunduğunu sanarak onu aştılar ve duvarla yüz yüze geldiler.;2
Wellington bundan başka, bir arazi kıvrımı içinde Somerset’in bin dört yüz atlı muhafız-dragonlarına sahipti.;1
"Bin dört yüz muhafız dragon, bir anda sekiz yüz kişi kalıverdi; kumandanları yarbay Fuller vurulup öldü.";1
dağlılar alayından yirmi dört subay yaralanmış, on sekiz subayla dört yüz elli er ölmüştü.;1
Diğer tarihçiler gözleri kamaşmış haldedirler ve bu yüzden el yordamıyla yollarını bulmaya çalışırlar.;6
İddianamede belirtildiğine göre, bu parayı yalnız kendisinin bildiği bir yere gömmüş, bu yüzden para ele geçirilememiştir.;6
Her atış altı franktan, günde dokuz yüz bin frank, yılda üç yüz milyon frank eder.;1
Yüz yirmi toptan, koskoca borazanlardan çıkar gibi çıkar soluğu ve azametle karşılık verir yıldırıma.;1
İngiliz grandi direğinin su kesiminden itibaren yüksekliği iki yüz on yedi ayak tutar.;1
Yine de 1823 yılında, Thènardier aşağı yukarı bin beş yüz frank kadar borçlanmıştı.;1
Daha yüz adım ya atmış ya atmamıştı ki, yeniden durdu ve kafasını kaşımaya başladı.;1
Gökyüzünün kurşun rengi ışığında Cosette’in zayıf ve çelimsiz yüzü hayal meyal fark ediliyordu.;2
Hakim içgüdünün bütün hayvani kudretiyle yüze vurduğu her defasında insan çehresinde görülen anlamlı kırışıklıktı bu.;2
Yüzü hala gözyaşlarıyla sırılsıklamdı, ama gözleri sabahın alacakaranlığındaki gökyüzü gibi, garip neşe ışıltılarıyla dolmaya başlıyordu.;2
Biraz sonra şu sözü ekledi: - Bin beş yüz frank borcum var benim!;1
Gördüğünü sandığı yüzün Javert’in yüzü olduğunu kendi kendine bile açıkça söylemeye cesaret edemiyordu.;2
İhtiyar kadın gidince, bir dolapta duran yüz frank kadar bir parayı büküp cebine koydu.;1
Bu yüzden, Genrot çıkmazının lambası da ötekiler gibi sönüktü, yerinde olmadığının farkına bile varılmadan yanından geçilebilirdi.;6
Oldukça şaşkın bir halde, bu esrarengiz şahıs hakkında kendi kendisine yüzlerce soru sorarak yol almaktaydı.;1
Matmazel Bouchard taze parlak tenli, boylu boslu, dünyanın en güzel küçük pembe yüzüne sahip bir kızdı.;2
Fakat her şey o şekilde düzenlenmişti ki, manastır sakinlerinden hiçbiri dışardan gelenlerin yüzünü mümkün değil göremezdi.;2
Bu kadar değerli, bu kadar gizli olan bu şey, yüzlük rahibenin bu hazinesi ne olabilirdi acaba?;1
Kırk yıl önce rahibelerin sayısı yüze yakındı, on beş yıl önce ancak yirmi kadardılar.;1
Fauchelevent içeri girdiğinde, kaygının bu çifte şekli başrahibenin yüz ifadesine damgasını vurmuş bulunuyordu.;2
Jean Valjean, bir kış göğünde beliren bir ışık gibi, yüzünde nadiren görülen gülümsemelerden biriyle gülümsedi.;2
Rahibelerin yüzü yaslı, o ise iyi huylu olduğundan, çocuk bir kıyaslama yapıyor ve onu tapınırcasına seviyordu.;2
Bütün emeli, bir mirasa konup yüz bin franklık bir gelir edinmek ve böylece metresler tutabilmekti.;1
Mösyö Gillenormand’a bu, yüz yaşını idrak etmiş olarak ölen aksi bir büyük teyzeden kalmıştı.;1
Şunu da ilave edelim: Burjuvazide saygı gören mevkiler, pek kolay kurulan ilişkiler yüzünden itibar kaybına uğrarlar.;6
Sancağı alırken yüzüne bir kılıç darbesi yemişti, İmparator, hoşnutlukla, Albaysın, baronsun, lejyon donörlü subaysın!;2
Bu yüzden papaz ona derin bir saygı ve şefkat duydu, albay da papaza sevgiyle bağlandı.;6
Kaygı verici bir nüanstı bu: Bu doktrincilerin tarzı kralcı olmak ama bu yüzden de özür dilemekti.;6
Üzülerek de olsa, milletin yeni gösterdiği yeni büyüklüklere, monarşinin yüzlerce yıllık büyüklüklerini katmaya geldi.;1
Bir insan Waterloo’da bulundu diye canavar olmaz, bu yüzden bir baba çocuğundan koparılamaz.;6
Fazlasıyla sentetik olan bu ilk değerlendirmede hayranlığı yüzünden ihmal ettiği şeyi burada belirtmeyi gerekli bulmuyoruz.;6
Çünkü gerçekten de, büyükbabasının evinden çıkmış gelirken, ömründe ilk defa gördüğü bir yüz vardı karşısında.;2
Bir dili çarçabuk yutuvermek olacak bu ya da yüz meteliklik bir parayı pek ağır yemek.;1
Çalışma, cesaret, sebat ve irade sayesinde, emeğiyle yılda aşağı yukarı yedi yüz frank çıkarabilecek hale gelmişti.;1
Giyimi için yüz frank, çamaşırları için elli frank, çamaşırlarının yıkanması için de elli frank ödüyordu.;1
Bu yüzden, gece uyurken romatizmadan kilitlenmiş yaşlı parmakları, yatağının örtüleri arasında gerilip bükülüyordu.;6
Gelip geçenler onu hayretle süzer, bazıları kılığını kuşku uyandırıcı, yüz ifadesini uğursuz bulurlardı.;2
Bu kadın yüzünden Courfeyrac:  - Hizmetçisinin sakalını görünce, Marius sakal kullanmaktan vazgeçti, diyordu.;6
Bu arada, bütün bunlar olurken ve de bütün bunlar yüzünden ihtirası büyüyor, çılgın bir hal alıyordu.;6
Bazen uygarlığın altında çöken kayıtsızlığımız, ilgisizliğimiz yüzünden ayaklar altında çiğnenen bir zemin altıdır bu.;6
Kimse onun bir yüzü olduğundan emin değildi, çünkü maskesinin altını hiçbir zaman gören olmamıştı.;2
Yüzlerini göstermekte pek cimri olan bu yaratıklar, öyle sokaklardan gelip geçtiği görülenlerden değildiler.;2
Bu pencereden ancak bir insan yüzünün hayalet yüzü gibi görünmesine yetecek kadar bir ışık giriyordu.;2
Kırk ya da yüz yaşında olabilecek şişman bir kadın şöminenin yanına, çıplak topuklarının üzerine çömelmişti.;1
Marius yataklardan birinin üstünde uzun boylu, kansız yüzlü küçük bir kızın oturduğunu görüyordu.;2
Narin yüzünü mor kadifeden bir şapka çerçeveliyordu, endamı siyah satenden içi pamuklu bir pelerinin altında kayboluyordu.;2
Bu yüzden iki yeni gelen biraz tereddütle ilerlediler, çevrelerindeki belirsiz şekilleri ancak şöyle böyle ayırt edebiliyorlardı.;6
Tekrar aynanın önüne geldi, yeniden yüzüne birtakım anlamlı şekiller verdi, kendisini önden ve profilden seyretti.;2
Bunun da birincisi gibi kolları çıplaktı ve yüzünde mürekkepten ya da isten bir maske vardı.;2
Kapıcıyla, karısıyla konuştum, eli yüzü düzgün, güçlü kuvvetli bir kadın, onlar da bilmiyorlar!;2
"Bağlanan altı haydut ayakta duruyorlardı, henüz hayalet yüzlerini çıkarmamışlardı; üçü karalara bulanmış, üçü de maskeliydiler.";2
Kendi meşreplerine göre bazıları heyecan ve sevinçle ona koşarken, diğerleri de ondan yüz çevirdiler.;2
Yüz ifadesinde eskisinden fazla olarak, hapse girmişliğin sefalete ilave ettiği bir çeşit ürküntü ve acındırıcılık vardı.;2
Kız bu sırada kansız yüzünde bir parça sevinç ve tebessüme benzer bir şeyle Marius’un önünde durmuştu.;2
Oysa iyi uyumamıştı o kadar, gözleri yorgun ve altları morarmış, yüzü de solgundu.;2
Gerçekten de, kimseye göstermedikten sonra güzel bir yüze, nefis bir tuvalete sahip olmak neye yarar?;2
Yeşillik bir yolun başında siyahlar giyinmiş birisi belirdiği zaman yüzünüz kızarıyor, sararıyor mu?;2
Fakat Gavroche, korkusuz yüzünü onlara doğru çevirdi ve gök gürültüsünü bahane edip bir kahkaha patlattı.;2
Saint-Bernard Avlusu bu yüzden, artık Charlemagne Avlusu ile Saint-Louis Avlusu’ndan büsbütün ayrı olmaktan çıkmıştı.;6
Yüz günden belki ancak bir tanesi tam bir neşe, tam bir güneş içinde geçer.;1
Gözleri kitaplarına takıldığı zaman, gözbebeklerinde bir canlılık parıltısı beliriyor, Diogenes Laerce’ini seyrederken yüzünü bir gülümseme kaplıyordu.;2
Müfreze, barikatta bir kırmızı bayrak, bir paket fişek ve üç yüz tabanca mermisi ele geçirmişti.;1
Courfeyrac, Enjolras ve Combeferre, adamın yüzündeki sert ve cesur ifadeyi fark ettiler, ama hiçbiri onu tanımıyordu.;2
Tam o sırada, kapıcının odasından işçiye benzer, zayıf, solgun, ufak tefek, yüzü çilli bir genç çıktı.;2
"Kendini mezara girmiş gibi görüyordu; canlıların yüzünü artık sadece bir ölünün gözleri ile görüyordu.";2
"Bir top güllesi saatte ancak altı yüz fersah yol alır; ışık saniyede yetmiş bin fersah gider.";1
Mektubu rastgele, yüzünü bile ayırt edemediği bir yabancıya vermiş olduğunu kendi kendine itiraf etmek zorundaydı.;2
"Onun için bunlar yüze karşı bir oranında çarpışmalardır; hep de barikatların ezilmesiyle sonuçlanırlar.";1
İsyan yüzünden ona milli muhafız üniforması giydirilmişti, baba da tedbirli davranarak şehirli kıyafetiyle kalmıştı.;6
Marius, kucağında Gavroche’la barikattan içeri girdiği zaman, çocuğunki gibi kendi yüzü de kan içindeydi.;2
Başından öyle yaralanmıştı ki, yüzü kan içinde kaybolmuş, kırmızı bir mendille örtülmüş gibiydi.;2
Şunu da gözden kaçırmamak gerekir ki, beş yüz milyonla bütçe harcamalarının dörtte biri ödenebilir.;1
Şu insan beceriksizliği öyledir ki, bu beş yüz milyonu ırmağa atmayı daha fazla ister.;1
Şu anda tümünün toplamı iki yüz yirmi altı bin altı yüz on metre tutuyor.;1
1806’da Paris’in lağım sayısı, 1663 Mayısı’ndaki kayıtlara tıpatıp uyuyordu: beş bin üç yüz yirmi sekiz kulaç.;1
Bugünkü Paris lağımı, altmış fersah eden büyüklüğüyle, metresi iki yüz franktan kırk sekiz milyon eder.;1
"Şunu ırmağa atacağına göre, bir taş bir de ip ister; yoksa suyun üstünde yüzer.";4
Her neyse, senin yüzünü görmüyorum, adını da bilmiyorum diye ne olduğunu ve ne istediğini bilmediğimi sanma.;2
Saf bir adam alacakaranlık yüzünden, akıllı bir adam da lobut yüzünden ondan ürkerdi.;6
Yolun, arabaların girişini engelleyecek biçimde dar oluşu yüzünden araba Homme-Armé Sokağı’nın girişinde durmak zorunda kaldı.;6
Mösyö Gillenormand’ın yatak odası salonun bitişiğindeydi, alınan bütün önlemlere rağmen gürültü yüzünden uyanmıştı.;6
Haftalarca sayıklamalar içinde yüksek ateşle yattı, en çok başındaki yaralar yüzünden mühim birtakım sakatlık belirtileri gösterdi.;6
"Hoşnut, neşeli, hayran, sevimli, gençti; ak saçları yüzündeki sevinçli aydınlığa tatlı bir görkem ekliyordu.";2
Burada ciddi, sakin bir ses duyuldu:  - Matmazel Euphrasie Fauchelevent’ın altı yüz bin frangı var!;1
Sekiz tane beş yüz frank vardı.;1
Bir gün önce Jean Valjean Marius’a, Mösyö Gillenormand’ın yanında, beş yüz seksen dört bin frangı vermişti.;1
Gillenormand’ın salonundaki sakin ocak demirlerine kanunun yüz kızartıcı gölgesini arkalarından sürükleyen ayaklarını dayayabilecek miydi?;2
Marius, başı yukarıda, dudaklarında gülümseyiş, yüzünde bilinmez bir ışık, alnı parlak, bakışı muzaffer içeri girdi.;2
Altı yüz bin franga gelince, siz ondan söz etmiyorsunuz ama ben sizin düşüncenize karşılık vereyim.;1
"Ancak yüzü fark ediliyordu; saçları şahane bir karışıklık içindeydi; gözkapakları hala uyku doluydu.";2
Tek tasası bir yıldızın doğuşunu her türlü gölgeden korumak olan bu karanlık yüz nasıl bir şeydi?;2
"Ölüyü inceledi; iyi giyimli, varsıl görünen, yüzü gözü kan içinde bir genç olduğundan başka şey göremedi.";2
Şu Jean Valjean’ın nasıl da erişilmez yücelikte, kederli bir yüzü olduğunu görmeye başlıyordu.;2
Bin iki yüz tane iyi yontulmuş camın iki düzinesi topu topu üç franktı.;1
Prens Andrey, Anna Pavlovna’nın yüzüne bakarak hafifçe güldü.;2
Gülümsediği zaman ciddi, biraz da hüzünlü yüzü birden yok oluyor, onun yerine iyilikle dolu, safça, sanki hep af dileyen, çocuksu bir yüz beliriyordu.;2
Ama yüzündeki o candan, açık gösterişten uzak, aynı zamanda utangaç ifade, dalgınlığını da bir salona girmeyi bilmeyişini de affettiriyordu.;2
Piyer bütün vücuduyla divanı gıcırdatırarak döndü, canlı bir ifade taşıyan yüzünü Prens Andrey’e çevirdi, gülümseyerek elini salladı.;2
"Sesi, homurdanıyormuş gibi bir hal almış, üst dudağı yukarı doğru kalkmıştı; bu da yüzüne neşeli değil, vahşi bir ifade veriyor, bu haliyle bir sincabı andırıyordu.";2
O anda kabahatini bilen, bu yüzden, korka korka aşağıya doğru sarkıttığı kuyruğunu hafif hafif, ama sık sık sallayan bir köpeği hatırlatıyordu.;6
"Yoksa içinde iyi ve yüce ne varsa hepsi yok olur; önemsiz küçük şeyler yüzünden her şeyin harcanır gider.";6
"Piyer gözlüğünü çıkardı, bu haliyle yüzü bambaşka görünüyordu; daha da iyi yürekli bir ifadesi vardı; hayretle arkadaşına bakıyordu.";2
"Kuru yüzü, her adalesinin sinirli bir hareketiyle titriyordu; daha önce canlılığını kaybetmiş gözleri, şimdi ışıl ışıl, pırıl pırıldı.";2
"Üst dudak tam ortada dolgun, gergin sivri bir uç halini alıyor, alt dudağın üzerine sert bir şekilde iniyordu; bu yüzden ağzın iki tarafında hep -biri sağda, biri solda- iki ayrı gülümseme var gibiydi.";6
Yüzünün bütün çizgileriyle birlikte bir de o meydan okuyan, sert, zeki bakışlarına dikkat edilirse insan öyle bir etki altında kalıyordu ki bu yüzü fark etmemek imkansızdı.;2
Odadakiler arasında diğerlerinden daha yaşlı biri, korkulu ve öfkeli bir yüzle birden öne doğru çıktı, Dolohov’u gömleğinden tutmak istedi.;2
Biraz önce bu işe engel olmaya çalışan adam, odanın bir köşesine kaçmış, divanın üzerine yatarak yüzünü duvara çevirmişti.;2
Kont bu sözleri sinek kaydı tıraşlı, temiz, dolgun yüzünde hep aynı neşeli ifadeyle, aynı kuvvetli tokalaşmalarıyla, sık sık hafifçe eğilip selam vererek, bir ayırım yapmadan, davranışlarında hiçbir değişiklik olmadan söylüyordu.;2
Uzun boylu, şişman, her haliyle kibirli görünen bir kadınla yuvarlak yüzlü, gülümseyen bir kız giysilerini hışırdata hışırdata salona girdiler.;2
Babasının kollarından kurtularak, sert sözlerini hiç önemsemeden annesine koştu, al al olmuş yüzünü onun dantelli şalına saklayarak güldü.;2
Nataşa yüzünü bir an için annesinin dantelli şalından ayırarak gülmekten gözyaşı içinde kalmış gözlerini ona doğru kaldırdı, sonra yüzünü tekrar sakladı.;2
Sonya yumuşak bakışları uzun kirpiklerle gölgelenmiş, gür ve siyah saç örgüsü başına iki defa dolanmış, yüzünün ve özellikle zayıf ama biçimli, adaleli kollarıyla boynunun cildi sarıya çalan, incecik, oya gibi esmer bir genç kızdı.;2
"Nikolay birden kıpkırmızı oldu; sonra sanki utanılacak bir suç yüzüne vuruluyormuş gibi, babasının sözüne:  — Ben orduya arkadaş hatırı için gitmiyorum, diye karşılık verdi.";2
Bu sözle gururu okşanan delikanlı, gençlere yakışır çapkın bir gülümseyişle gidip yanına oturdu, güler yüzle sözlerini dinleyen Jüli ile ayrı bir konuşmaya daldı.;2
Tatlı yüzü gözyaşlarıyla yıpranmış olan Anna Mihailovna, kontesin oturduğu koltuğun biraz daha yanına sokuldu:  — Seninle çok açık konuşacağım, dedi.;2
Kontla görüşmek istediklerini öğrenince, kont hazretlerinin sağlık durumunun daha kötü olduğunu, bu yüzden kimseyi huzuruna kabul etmediğini söyledi.;6
"Piyer Rusya’dan ayrıldığında, Boris daha on dört yaşlarında bir çocuktu, bu yüzden Piyer onu hiç hatırlamıyordu; buna rağmen kendisine özgü, candan bir tavırla hemen elini tutarak dostça gülümsedi.";6
Biz çok fakiriz, ama özellikle kendi hesabıma söylüyorum, asıl bu yüzden, yani babanız çok zengin olduğu için kendimi onunla akraba saymıyorum.;6
"Kontes de ev sahibesi olarak görevlerini unutmadan ananas yığınlarının öbür tarafından kocasını anlamlı bakışlarla gözetliyordu; ona öyle geliyordu ki kocasının tepesi kel olan başı da yüzü de kıpkırmızı kesilmiş, bu yüzden ak saçları daha da göze çarpar ";2
Bunu söylemişti, ama başkaları gibi kendisi de söz ağzından çıktıktan sonra, bunun o sırada aşırı derecede ateşli, aynı zamanda da yapmacık olduğunu, bu yüzden biraz münasebetsiz kaçtığını anlamıştı.;6
diye sordu, ama kızının yüzünden bunun bir muziplik olduğunu anlayınca sert bir tavırla küçük kızı korkutmak istiyormuş gibi elini sallayarak hayır anlamında bir işaret yaptı.;2
Nataşa’nın o ana kadar isim günü kutlanan bütün çocuklarınki gibi neşeli ve heyecanlı olan yüzü birden değişti: Gözleri bir noktaya dikilmişti.;2
Prens Vasiliy sustu, yanakları bir sağa bir sola doğru sinirli sinirli çekiliyor, bu da, yüzüne salonlarda bulunduğu zamanlardakinin aksine tatsız bir ifade veriyordu.;2
Prens Vasiliy, onun yüzüne bakmadan öfkeli öfkeli yanındaki küçük masayı itti.;2
Prenses, bunu neredeyse bağırarak söylemiş olsa da yüzü hiç değişmemişti.;2
Bu yüzden Anna Mihailovna ile Piyer kapının önünden geçerken ellerinde olmayarak Prens Vasiliy ile büyük prensesin yan yana oturup konuştukları odaya göz atmaktan kendilerini alamadılar.;6
Bu davranış prensesin her zamanki sakinliğine pek uymuyordu ve Prens Vasiliy’in yüzündeki korku, o azametli tavırlarına o kadar aykırıydı ki Piyer durakladı, kendisine yol gösteren Anna Mihailovna’ya gözlüğünün ardından baktı.;2
Hepsi susup içeriye giren o ağlamaklı yüzü sapsarı olmuş Anna Mihailovna ile onun arkasından uslu uslu, başını eğerek yürüyen iri yarı, şişman Piyer’e baktılar.;2
"Anna Mihailovna’nın yüzünde artık son dakikanın geldiğini gösteren bir ifade belirmişti; Petersburglu bir hanıma yakışır bir tavırla, Piyer’i yanından hiç ayırmadan odaya sabahkinden daha da serbest girdi.";2
Sonunda Anna Mihailovna gene solgun olan yüzünde kararlı ve kesin bir ifadeyle dışarı çıktı, Piyer’i hafifçe dürttü.;2
Anna Mihailovna yüzünde ölenin bütün kusurlarını bağışladığını gösteren hüzünlü, aynı zamanda şefkatli bir tavırla kim olduğu bilinmeyen bir hanımla birlikte kapının yanındaydı.;2
"Birden gülümsedi, mendiliyle yüzünü kapadı ve uzunca bir süre elini indirmedi; ama biraz sonra Piyer’e bakınca tekrar gülmeye başladı.";2
